,starting_station,ending_station,count_of_trips,start_lat,start_lng,end_lat,end_lng
613357,Wythe Ave & Metropolitan Ave,Bayard St & Leonard St,85,40.716887,-73.963198,40.71915571696044,-73.94885390996933
688,1 Ave & E 16 St,E 4 St & 2 Ave,84,40.73221853,-73.98165557,40.7262807,-73.98978041
1210,1 Ave & E 18 St,Broadway & W 25 St,84,40.73381219196632,-73.98054420948029,40.74286877312112,-73.98918628692627
3376,1 Ave & E 44 St,E 55 St & 2 Ave,84,40.75001986,-73.96905301,40.75797322,-73.96603308
3951,1 Ave & E 6 St,E 27 St & 1 Ave,84,40.72633085971696,-73.98616880178452,40.739445,-73.976806
4415,1 Ave & E 62 St,2 Ave & E 29 St,84,40.7612274,-73.96094022,40.74172351097472,-73.97809267044067
5606,1 Ave & E 68 St,E 44 St & 2 Ave,84,40.76500525,-73.95818491,40.75118387463277,-73.97138714790344
6279,1 Ave & E 78 St,Broadway & W 58 St,84,40.77140426,-73.9535166,40.76695317,-73.98169333
9112,10 Ave & W 28 St,7 Ave S & Bleecker St,84,40.75066386,-74.00176802,40.73213896287381,-74.00363802909851
12392,11 Ave & W 59 St,10 Ave & W 14 St,84,40.77149671054441,-73.99046033620834,40.74198159994023,-74.00831580162048
12810,11 Ave & W 59 St,Riverside Blvd & W 67 St,84,40.77149671054441,-73.99046033620834,40.777507027547976,-73.98888587951659
13993,12 Ave & W 40 St,8 Ave & W 16 St,84,40.760915399,-74.002858639,40.740983,-74.001702
14082,12 Ave & W 40 St,Broadway & W 58 St,84,40.76087502,-74.00277668,40.76695317,-73.98169333
18784,2 Ave & E 29 St,8 Ave & W 33 St,84,40.74172351097472,-73.97809267044067,40.751551,-73.993934
19137,2 Ave & E 29 St,Lexington Ave & E 24 St,84,40.74172351097472,-73.97809267044067,40.74025878,-73.98409214
23432,21 St & 21 Ave,31 St & Ditmars Blvd,84,40.782465,-73.914527,40.776168,-73.910485
24297,21 St & 4 Ave,4 Ave & 9 St,84,40.662584,-73.995554,40.6705135,-73.98876585
27428,25 Ave & 41 St,25 Ave & 41 St,84,40.767666,-73.910963,40.767666,-73.910963
34472,3 Ave & Schermerhorn St,Lafayette Ave & Ft Greene Pl,84,40.68683208,-73.9796772,40.68700231292619,-73.97664964199066
39044,31 Ave & Crescent St,Vernon Blvd & 31 Ave,84,40.7658346,-73.9265474,40.7692475,-73.9354504
39720,31 St & 21 Ave,31 St & 21 Ave,84,40.77813,-73.90842,40.77813,-73.90842
40666,31 St & Broadway,Newtown Ave & 23 St,84,40.761584,-73.925921,40.7713615,-73.9246145
41204,31 St & Newtown Ave,19 St & 24 Ave,84,40.7675487799971,-73.9209334552288,40.7774552,-73.9225403
47165,36 Ave & 31 St,Queens Plaza North & Crescent St,84,40.75651272984955,-73.92957486212252,40.75110165,-73.94073717
49432,38 St & 30 Ave,Newtown Ave & 23 St,84,40.764174520197685,-73.91583994030952,40.7713615,-73.9246145
64824,5 Ave & E 103 St,5 Ave & E 78 St,84,40.7922553,-73.95249933,40.77632142182271,-73.96427392959595
66042,5 Ave & E 29 St,W 31 St & 7 Ave,84,40.7451677,-73.98683077,40.749156,-73.9916
68203,5 Ave & E 87 St,E 88 St & 1 Ave,84,40.78232260730881,-73.95987510681152,40.778301,-73.9488134
